,Age,Fare,Parch,Pclass,Sex,SibSp,Survived,Title,FamilySize,FamilyD,Deck,Child,Mother,age_times_class,Embarked_C,Embarked_Q,Embarked_S
309,30.0,56.9292,0,1,1,0,1.0,1,1,singleton,E,0,0,30.0,1,0,0
310,24.0,83.1583,0,1,1,0,1.0,1,1,singleton,C,0,0,24.0,1,0,0
311,18.0,262.375,2,1,1,2,1.0,1,5,large,B,0,0,18.0,1,0,0
312,26.0,26.0,1,2,1,1,0.0,2,3,small,,0,1,52.0,0,0,1
313,28.0,7.8958,0,3,0,0,0.0,5,1,singleton,,0,0,84.0,0,0,1
314,43.0,26.25,1,2,0,1,0.0,5,3,small,,0,0,86.0,0,0,1
315,26.0,7.8542,0,3,1,0,1.0,1,1,singleton,,0,0,78.0,0,0,1
316,24.0,26.0,0,2,1,1,1.0,2,2,small,,0,0,48.0,0,0,1
317,54.0,14.0,0,2,0,0,0.0,5,1,singleton,,0,0,108.0,0,0,1
318,31.0,164.8667,2,1,1,0,1.0,1,3,small,C,0,1,31.0,0,0,1
319,40.0,134.5,1,1,1,1,1.0,2,3,small,E,0,1,40.0,1,0,0
320,22.0,7.25,0,3,0,0,0.0,5,1,singleton,,0,0,66.0,0,0,1
321,27.0,7.8958,0,3,0,0,0.0,5,1,singleton,,0,0,81.0,0,0,1
322,30.0,12.35,0,2,1,0,1.0,1,1,singleton,,0,0,60.0,0,1,0
323,22.0,29.0,1,2,1,1,1.0,2,3,small,,0,1,44.0,0,0,1
324,26.0,69.55,2,3,0,8,0.0,5,11,large,,0,0,78.0,0,0,1
325,36.0,135.6333,0,1,1,0,1.0,1,1,singleton,C,0,0,36.0,1,0,0
326,61.0,6.2375,0,3,0,0,0.0,5,1,singleton,,0,0,183.0,0,0,1
327,36.0,13.0,0,2,1,0,1.0,2,1,singleton,D,0,0,72.0,0,0,1
328,31.0,20.525,1,3,1,1,1.0,2,3,small,,0,1,93.0,0,0,1
329,16.0,57.9792,1,1,1,0,1.0,1,2,small,B,1,0,16.0,1,0,0
330,18.0,23.25,0,3,1,2,1.0,1,3,small,,0,0,54.0,0,1,0
331,45.5,28.5,0,1,0,0,0.0,5,1,singleton,C,0,0,45.5,0,0,1
332,38.0,153.4625,1,1,0,0,0.0,5,2,small,C,0,0,38.0,0,0,1
333,16.0,18.0,0,3,0,2,0.0,5,3,small,,1,0,48.0,0,0,1
334,45.0,133.65,0,1,1,1,1.0,2,2,small,,0,0,45.0,0,0,1
335,26.0,7.8958,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,0,1
336,29.0,66.6,0,1,0,1,0.0,5,2,small,C,0,0,29.0,0,0,1
337,41.0,134.5,0,1,1,0,1.0,1,1,singleton,E,0,0,41.0,1,0,0
338,45.0,8.05,0,3,0,0,1.0,5,1,singleton,,0,0,135.0,0,0,1
339,45.0,35.5,0,1,0,0,0.0,5,1,singleton,T,0,0,45.0,0,0,1
340,2.0,26.0,1,2,0,1,1.0,4,3,small,F,1,0,4.0,0,0,1
341,24.0,263.0,2,1,1,3,1.0,1,6,large,C,0,1,24.0,0,0,1
342,28.0,13.0,0,2,0,0,0.0,5,1,singleton,,0,0,56.0,0,0,1
343,25.0,13.0,0,2,0,0,0.0,5,1,singleton,,0,0,50.0,0,0,1
344,36.0,13.0,0,2,0,0,0.0,5,1,singleton,,0,0,72.0,0,0,1
345,24.0,13.0,0,2,1,0,1.0,1,1,singleton,F,0,0,48.0,0,0,1
346,40.0,13.0,0,2,1,0,1.0,1,1,singleton,,0,0,80.0,0,0,1
347,31.0,16.1,0,3,1,1,1.0,2,2,small,,0,0,93.0,0,0,1
348,3.0,15.9,1,3,0,1,1.0,4,3,small,,1,0,9.0,0,0,1
349,42.0,8.6625,0,3,0,0,0.0,5,1,singleton,,0,0,126.0,0,0,1
350,23.0,9.225,0,3,0,0,0.0,5,1,singleton,,0,0,69.0,0,0,1
351,42.0,35.0,0,1,0,0,0.0,5,1,singleton,C,0,0,42.0,0,0,1
352,15.0,7.2292,1,3,0,1,0.0,5,3,small,,1,0,45.0,1,0,0
353,25.0,17.8,0,3,0,1,0.0,5,2,small,,0,0,75.0,0,0,1
354,26.0,7.225,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,1,0,0
355,28.0,9.5,0,3,0,0,0.0,5,1,singleton,,0,0,84.0,0,0,1
356,22.0,55.0,1,1,1,0,1.0,1,2,small,E,0,1,22.0,0,0,1
357,38.0,13.0,0,2,1,0,0.0,1,1,singleton,,0,0,76.0,0,0,1
358,18.0,7.8792,0,3,1,0,1.0,1,1,singleton,,0,0,54.0,0,1,0
359,18.0,7.8792,0,3,1,0,1.0,1,1,singleton,,0,0,54.0,0,1,0
360,40.0,27.9,4,3,0,1,0.0,5,6,large,,0,0,120.0,0,0,1
361,29.0,27.7208,0,2,0,1,0.0,5,2,small,,0,0,58.0,1,0,0
362,45.0,14.4542,1,3,1,0,0.0,2,2,small,,0,1,135.0,1,0,0
363,35.0,7.05,0,3,0,0,0.0,5,1,singleton,,0,0,105.0,0,0,1
364,26.0,15.5,0,3,0,1,0.0,5,2,small,,0,0,78.0,0,1,0
365,30.0,7.25,0,3,0,0,0.0,5,1,singleton,,0,0,90.0,0,0,1
366,60.0,75.25,0,1,1,1,1.0,2,2,small,D,0,0,60.0,1,0,0
367,31.0,7.2292,0,3,1,0,1.0,2,1,singleton,,0,0,93.0,1,0,0
368,18.0,7.75,0,3,1,0,1.0,1,1,singleton,,0,0,54.0,0,1,0
369,24.0,69.3,0,1,1,0,1.0,5,1,singleton,B,0,0,24.0,1,0,0
370,25.0,55.4417,0,1,0,1,1.0,5,2,small,E,0,0,25.0,1,0,0
371,18.0,6.4958,0,3,0,1,0.0,5,2,small,,0,0,54.0,0,0,1
372,19.0,8.05,0,3,0,0,0.0,5,1,singleton,,0,0,57.0,0,0,1
373,22.0,135.6333,0,1,0,0,0.0,5,1,singleton,,0,0,22.0,1,0,0
374,3.0,21.075,1,3,1,3,0.0,1,5,large,,1,0,9.0,0,0,1
375,45.0,82.1708,0,1,1,1,1.0,2,2,small,,0,0,45.0,1,0,0
376,22.0,7.25,0,3,1,0,1.0,1,1,singleton,,0,0,66.0,0,0,1
377,27.0,211.5,2,1,0,0,0.0,5,3,small,C,0,0,27.0,1,0,0
378,20.0,4.0125,0,3,0,0,0.0,5,1,singleton,,0,0,60.0,1,0,0
379,19.0,7.775,0,3,0,0,0.0,5,1,singleton,,0,0,57.0,0,0,1
380,42.0,227.525,0,1,1,0,1.0,1,1,singleton,,0,0,42.0,1,0,0
381,1.0,15.7417,2,3,1,0,1.0,1,3,small,,1,0,3.0,1,0,0
382,32.0,7.925,0,3,0,0,0.0,5,1,singleton,,0,0,96.0,0,0,1
383,35.0,52.0,0,1,1,1,1.0,2,2,small,,0,0,35.0,0,0,1
384,26.0,7.8958,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,0,1
385,18.0,73.5,0,2,0,0,0.0,5,1,singleton,,0,0,36.0,0,0,1
386,1.0,46.9,2,3,0,5,0.0,4,8,large,,1,0,3.0,0,0,1
387,36.0,13.0,0,2,1,0,1.0,1,1,singleton,,0,0,72.0,0,0,1
388,26.0,7.7292,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,1,0
389,17.0,12.0,0,2,1,0,1.0,1,1,singleton,,1,0,34.0,1,0,0
390,36.0,120.0,2,1,0,1,1.0,5,4,small,B,0,0,36.0,0,0,1
391,21.0,7.7958,0,3,0,0,1.0,5,1,singleton,,0,0,63.0,0,0,1
392,28.0,7.925,0,3,0,2,0.0,5,3,small,,0,0,84.0,0,0,1
393,23.0,113.275,0,1,1,1,1.0,1,2,small,D,0,0,23.0,1,0,0
394,24.0,16.7,2,3,1,0,1.0,2,3,small,G,0,1,72.0,0,0,1
395,22.0,7.7958,0,3,0,0,0.0,5,1,singleton,,0,0,66.0,0,0,1
396,31.0,7.8542,0,3,1,0,0.0,1,1,singleton,,0,0,93.0,0,0,1
397,46.0,26.0,0,2,0,0,0.0,5,1,singleton,,0,0,92.0,0,0,1
398,23.0,10.5,0,2,0,0,0.0,5,1,singleton,,0,0,46.0,0,0,1
399,28.0,12.65,0,2,1,0,1.0,2,1,singleton,,0,0,56.0,0,0,1
400,39.0,7.925,0,3,0,0,1.0,5,1,singleton,,0,0,117.0,0,0,1
401,26.0,8.05,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,0,1
402,21.0,9.825,0,3,1,1,0.0,1,2,small,,0,0,63.0,0,0,1
403,28.0,15.85,0,3,0,1,0.0,5,2,small,,0,0,84.0,0,0,1
404,20.0,8.6625,0,3,1,0,0.0,1,1,singleton,,0,0,60.0,0,0,1
405,34.0,21.0,0,2,0,1,0.0,5,2,small,,0,0,68.0,0,0,1
406,51.0,7.75,0,3,0,0,0.0,5,1,singleton,,0,0,153.0,0,0,1
407,3.0,18.75,1,2,0,1,1.0,4,3,small,,1,0,6.0,0,0,1
408,21.0,7.775,0,3,0,0,0.0,5,1,singleton,,0,0,63.0,0,0,1
409,18.0,25.4667,1,3,1,3,0.0,1,5,large,,0,0,54.0,0,0,1
410,26.0,7.8958,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,0,1
411,26.0,6.8583,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,1,0
412,33.0,90.0,0,1,1,1,1.0,1,2,small,C,0,0,33.0,0,1,0
413,30.0,0.0,0,2,0,0,0.0,5,1,singleton,,0,0,60.0,0,0,1
414,44.0,7.925,0,3,0,0,1.0,5,1,singleton,,0,0,132.0,0,0,1
415,31.0,8.05,0,3,1,0,0.0,2,1,singleton,,0,0,93.0,0,0,1
416,34.0,32.5,1,2,1,1,1.0,2,3,small,,0,1,68.0,0,0,1
417,18.0,13.0,2,2,1,0,1.0,1,3,small,,0,0,36.0,0,0,1
418,30.0,13.0,0,2,0,0,0.0,5,1,singleton,,0,0,60.0,0,0,1
419,10.0,24.15,2,3,1,0,0.0,1,3,small,,1,0,30.0,0,0,1
420,26.0,7.8958,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,1,0,0
421,21.0,7.7333,0,3,0,0,0.0,5,1,singleton,,0,0,63.0,0,1,0
422,29.0,7.875,0,3,0,0,0.0,5,1,singleton,,0,0,87.0,0,0,1
423,28.0,14.4,1,3,1,1,0.0,2,3,small,,0,1,84.0,0,0,1
424,18.0,20.2125,1,3,0,1,0.0,5,3,small,,0,0,54.0,0,0,1
425,26.0,7.25,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,0,1
426,28.0,26.0,0,2,1,1,1.0,2,2,small,,0,0,56.0,0,0,1
427,19.0,26.0,0,2,1,0,1.0,1,1,singleton,,0,0,38.0,0,0,1
428,26.0,7.75,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,1,0
429,32.0,8.05,0,3,0,0,1.0,5,1,singleton,E,0,0,96.0,0,0,1
430,28.0,26.55,0,1,0,0,1.0,5,1,singleton,C,0,0,28.0,0,0,1
431,31.0,16.1,0,3,1,1,1.0,2,2,small,,0,0,93.0,0,0,1
432,42.0,26.0,0,2,1,1,1.0,2,2,small,,0,0,84.0,0,0,1
433,17.0,7.125,0,3,0,0,0.0,5,1,singleton,,1,0,51.0,0,0,1
434,50.0,55.9,0,1,0,1,0.0,5,2,small,E,0,0,50.0,0,0,1
435,14.0,120.0,2,1,1,1,1.0,1,4,small,B,1,0,14.0,0,0,1
436,21.0,34.375,2,3,1,2,0.0,1,5,large,,0,1,63.0,0,0,1
437,24.0,18.75,3,2,1,2,1.0,2,6,large,,0,1,48.0,0,0,1
438,64.0,263.0,4,1,0,1,0.0,5,6,large,C,0,0,64.0,0,0,1
439,31.0,10.5,0,2,0,0,0.0,5,1,singleton,,0,0,62.0,0,0,1
440,45.0,26.25,1,2,1,1,1.0,2,3,small,,0,1,90.0,0,0,1
441,20.0,9.5,0,3,0,0,0.0,5,1,singleton,,0,0,60.0,0,0,1
442,25.0,7.775,0,3,0,1,0.0,5,2,small,,0,0,75.0,0,0,1
443,28.0,13.0,0,2,1,0,1.0,5,1,singleton,,0,0,56.0,0,0,1
444,26.0,8.1125,0,3,0,0,1.0,5,1,singleton,,0,0,78.0,0,0,1
445,4.0,81.8583,2,1,0,0,1.0,4,3,small,A,1,0,4.0,0,0,1
446,13.0,19.5,1,2,1,0,1.0,1,2,small,,1,0,26.0,0,0,1
447,34.0,26.55,0,1,0,0,1.0,5,1,singleton,,0,0,34.0,0,0,1
448,5.0,19.2583,1,3,1,2,1.0,1,4,small,,1,0,15.0,1,0,0
449,52.0,30.5,0,1,0,0,1.0,5,1,singleton,C,0,0,52.0,0,0,1
450,36.0,27.75,2,2,0,1,0.0,5,4,small,,0,0,72.0,0,0,1
451,26.0,19.9667,0,3,0,1,0.0,5,2,small,,0,0,78.0,0,0,1
452,30.0,27.75,0,1,0,0,0.0,5,1,singleton,C,0,0,30.0,1,0,0
453,49.0,89.1042,0,1,0,1,1.0,5,2,small,C,0,0,49.0,1,0,0
454,26.0,8.05,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,0,1
455,29.0,7.8958,0,3,0,0,1.0,5,1,singleton,,0,0,87.0,1,0,0
456,65.0,26.55,0,1,0,0,0.0,5,1,singleton,E,0,0,65.0,0,0,1
457,45.0,51.8625,0,1,1,1,1.0,2,2,small,D,0,0,45.0,0,0,1
458,50.0,10.5,0,2,1,0,1.0,1,1,singleton,,0,0,100.0,0,0,1
459,26.0,7.75,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,1,0
460,48.0,26.55,0,1,0,0,1.0,5,1,singleton,E,0,0,48.0,0,0,1
461,34.0,8.05,0,3,0,0,0.0,5,1,singleton,,0,0,102.0,0,0,1
462,47.0,38.5,0,1,0,0,0.0,5,1,singleton,E,0,0,47.0,0,0,1
463,48.0,13.0,0,2,0,0,0.0,5,1,singleton,,0,0,96.0,0,0,1
464,26.0,8.05,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,0,1
465,38.0,7.05,0,3,0,0,0.0,5,1,singleton,,0,0,114.0,0,0,1
466,30.0,0.0,0,2,0,0,0.0,5,1,singleton,,0,0,60.0,0,0,1
467,56.0,26.55,0,1,0,0,0.0,5,1,singleton,,0,0,56.0,0,0,1
468,26.0,7.725,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,1,0
469,0.75,19.2583,1,3,1,2,1.0,1,4,small,,1,0,2.25,1,0,0
470,26.0,7.25,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,0,1
471,38.0,8.6625,0,3,0,0,0.0,5,1,singleton,,0,0,114.0,0,0,1
472,33.0,27.75,2,2,1,1,1.0,2,4,small,,0,1,66.0,0,0,1
473,23.0,13.7917,0,2,1,0,1.0,2,1,singleton,D,0,0,46.0,1,0,0
474,22.0,9.8375,0,3,1,0,0.0,1,1,singleton,,0,0,66.0,0,0,1
475,42.0,52.0,0,1,0,0,0.0,5,1,singleton,A,0,0,42.0,0,0,1
476,34.0,21.0,0,2,0,1,0.0,5,2,small,,0,0,68.0,0,0,1
477,29.0,7.0458,0,3,0,1,0.0,5,2,small,,0,0,87.0,0,0,1
478,22.0,7.5208,0,3,0,0,0.0,5,1,singleton,,0,0,66.0,0,0,1
479,2.0,12.2875,1,3,1,0,1.0,1,2,small,,1,0,6.0,0,0,1
480,9.0,46.9,2,3,0,5,0.0,4,8,large,,1,0,27.0,0,0,1
481,30.0,0.0,0,2,0,0,0.0,5,1,singleton,,0,0,60.0,0,0,1
482,50.0,8.05,0,3,0,0,0.0,5,1,singleton,,0,0,150.0,0,0,1
483,63.0,9.5875,0,3,1,0,1.0,2,1,singleton,,0,0,189.0,0,0,1
484,25.0,91.0792,0,1,0,1,1.0,5,2,small,B,0,0,25.0,1,0,0
485,18.0,25.4667,1,3,1,3,0.0,1,5,large,,0,0,54.0,0,0,1
486,35.0,90.0,0,1,1,1,1.0,2,2,small,C,0,0,35.0,0,0,1
487,58.0,29.7,0,1,0,0,0.0,5,1,singleton,B,0,0,58.0,1,0,0
488,30.0,8.05,0,3,0,0,0.0,5,1,singleton,,0,0,90.0,0,0,1
489,9.0,15.9,1,3,0,1,1.0,4,3,small,,1,0,27.0,0,0,1
490,26.0,19.9667,0,3,0,1,0.0,5,2,small,,0,0,78.0,0,0,1
491,21.0,7.25,0,3,0,0,0.0,5,1,singleton,,0,0,63.0,0,0,1
492,55.0,30.5,0,1,0,0,0.0,5,1,singleton,C,0,0,55.0,0,0,1
493,71.0,49.5042,0,1,0,0,0.0,5,1,singleton,,0,0,71.0,1,0,0
494,21.0,8.05,0,3,0,0,0.0,5,1,singleton,,0,0,63.0,0,0,1
495,26.0,14.4583,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,1,0,0
496,54.0,78.2667,0,1,1,1,1.0,1,2,small,D,0,0,54.0,1,0,0
497,26.0,15.1,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,0,1
498,25.0,151.55,2,1,1,1,0.0,2,4,small,C,0,1,25.0,0,0,1
499,24.0,7.7958,0,3,0,0,0.0,5,1,singleton,,0,0,72.0,0,0,1
500,17.0,8.6625,0,3,0,0,0.0,5,1,singleton,,1,0,51.0,0,0,1
501,21.0,7.75,0,3,1,0,0.0,1,1,singleton,,0,0,63.0,0,1,0
502,18.0,7.6292,0,3,1,0,0.0,1,1,singleton,,0,0,54.0,0,1,0
503,37.0,9.5875,0,3,1,0,0.0,1,1,singleton,,0,0,111.0,0,0,1
504,16.0,86.5,0,1,1,0,1.0,1,1,singleton,B,1,0,16.0,0,0,1
505,18.0,108.9,0,1,0,1,0.0,5,2,small,C,0,0,18.0,1,0,0
506,33.0,26.0,2,2,1,0,1.0,2,3,small,,0,1,66.0,0,0,1
507,42.0,26.55,0,1,0,0,1.0,5,1,singleton,,0,0,42.0,0,0,1
508,28.0,22.525,0,3,0,0,0.0,5,1,singleton,,0,0,84.0,0,0,1
509,26.0,56.4958,0,3,0,0,1.0,5,1,singleton,,0,0,78.0,0,0,1
510,29.0,7.75,0,3,0,0,1.0,5,1,singleton,,0,0,87.0,0,1,0
511,26.0,8.05,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,0,1
512,36.0,26.2875,0,1,0,0,1.0,5,1,singleton,E,0,0,36.0,0,0,1
513,54.0,59.4,0,1,1,1,1.0,2,2,small,,0,0,54.0,1,0,0
514,24.0,7.4958,0,3,0,0,0.0,5,1,singleton,,0,0,72.0,0,0,1
515,47.0,34.0208,0,1,0,0,0.0,5,1,singleton,D,0,0,47.0,0,0,1
516,34.0,10.5,0,2,1,0,1.0,2,1,singleton,F,0,0,68.0,0,0,1
517,26.0,24.15,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,1,0
518,36.0,26.0,0,2,1,1,1.0,2,2,small,,0,0,72.0,0,0,1
519,32.0,7.8958,0,3,0,0,0.0,5,1,singleton,,0,0,96.0,0,0,1
520,30.0,93.5,0,1,1,0,1.0,1,1,singleton,B,0,0,30.0,0,0,1
521,22.0,7.8958,0,3,0,0,0.0,5,1,singleton,,0,0,66.0,0,0,1
522,26.0,7.225,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,1,0,0
523,44.0,57.9792,1,1,1,0,1.0,2,2,small,B,0,1,44.0,1,0,0
524,26.0,7.2292,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,1,0,0
525,40.5,7.75,0,3,0,0,0.0,5,1,singleton,,0,0,121.5,0,1,0
526,50.0,10.5,0,2,1,0,1.0,1,1,singleton,,0,0,100.0,0,0,1
527,42.0,221.7792,0,1,0,0,0.0,5,1,singleton,C,0,0,42.0,0,0,1
528,39.0,7.925,0,3,0,0,0.0,5,1,singleton,,0,0,117.0,0,0,1
529,23.0,11.5,1,2,0,2,0.0,5,4,small,,0,0,46.0,0,0,1
530,2.0,26.0,1,2,1,1,1.0,1,3,small,,1,0,4.0,0,0,1
531,26.0,7.2292,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,1,0,0
532,17.0,7.2292,1,3,0,1,0.0,5,3,small,,1,0,51.0,1,0,0
533,31.0,22.3583,2,3,1,0,1.0,2,3,small,,0,1,93.0,1,0,0
534,30.0,8.6625,0,3,1,0,0.0,1,1,singleton,,0,0,90.0,0,0,1
535,7.0,26.25,2,2,1,0,1.0,1,3,small,,1,0,14.0,0,0,1
536,45.0,26.55,0,1,0,0,0.0,5,1,singleton,B,0,0,45.0,0,0,1
537,30.0,106.425,0,1,1,0,1.0,1,1,singleton,,0,0,30.0,1,0,0
538,26.0,14.5,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,0,1
539,22.0,49.5,2,1,1,0,1.0,1,3,small,B,0,1,22.0,1,0,0
540,36.0,71.0,2,1,1,0,1.0,1,3,small,B,0,1,36.0,0,0,1
541,9.0,31.275,2,3,1,4,0.0,1,7,large,,1,0,27.0,0,0,1
542,11.0,31.275,2,3,1,4,0.0,1,7,large,,1,0,33.0,0,0,1
543,32.0,26.0,0,2,0,1,1.0,5,2,small,,0,0,64.0,0,0,1
544,50.0,106.425,0,1,0,1,0.0,5,2,small,C,0,0,50.0,1,0,0
545,64.0,26.0,0,1,0,0,0.0,5,1,singleton,,0,0,64.0,0,0,1
546,19.0,26.0,0,2,1,1,1.0,2,2,small,,0,0,38.0,0,0,1
547,30.0,13.8625,0,2,0,0,1.0,5,1,singleton,,0,0,60.0,1,0,0
548,33.0,20.525,1,3,0,1,0.0,5,3,small,,0,0,99.0,0,0,1
549,8.0,36.75,1,2,0,1,1.0,4,3,small,,1,0,16.0,0,0,1
550,17.0,110.8833,2,1,0,0,1.0,5,3,small,C,1,0,17.0,1,0,0
551,27.0,26.0,0,2,0,0,0.0,5,1,singleton,,0,0,54.0,0,0,1
552,26.0,7.8292,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,1,0
553,22.0,7.225,0,3,0,0,1.0,5,1,singleton,,0,0,66.0,1,0,0
554,22.0,7.775,0,3,1,0,1.0,1,1,singleton,,0,0,66.0,0,0,1
555,62.0,26.55,0,1,0,0,0.0,5,1,singleton,,0,0,62.0,0,0,1
556,48.0,39.6,0,1,1,1,1.0,5,2,small,A,0,0,48.0,1,0,0
557,42.0,227.525,0,1,0,0,0.0,5,1,singleton,,0,0,42.0,1,0,0
558,39.0,79.65,1,1,1,1,1.0,2,3,small,E,0,1,39.0,0,0,1
559,36.0,17.4,0,3,1,1,1.0,2,2,small,,0,0,108.0,0,0,1
560,26.0,7.75,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,1,0
561,40.0,7.8958,0,3,0,0,0.0,5,1,singleton,,0,0,120.0,0,0,1
562,28.0,13.5,0,2,0,0,0.0,5,1,singleton,,0,0,56.0,0,0,1
563,26.0,8.05,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,0,1
564,18.0,8.05,0,3,1,0,0.0,1,1,singleton,,0,0,54.0,0,0,1
565,24.0,24.15,0,3,0,2,0.0,5,3,small,,0,0,72.0,0,0,1
566,19.0,7.8958,0,3,0,0,0.0,5,1,singleton,,0,0,57.0,0,0,1
567,29.0,21.075,4,3,1,0,0.0,2,5,large,,0,1,87.0,0,0,1
568,26.0,7.2292,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,1,0,0
569,32.0,7.8542,0,3,0,0,1.0,5,1,singleton,,0,0,96.0,0,0,1
570,62.0,10.5,0,2,0,0,1.0,5,1,singleton,,0,0,124.0,0,0,1
571,53.0,51.4792,0,1,1,2,1.0,2,3,small,C,0,0,53.0,0,0,1
572,36.0,26.3875,0,1,0,0,1.0,5,1,singleton,E,0,0,36.0,0,0,1
573,18.0,7.75,0,3,1,0,1.0,1,1,singleton,,0,0,54.0,0,1,0
574,16.0,8.05,0,3,0,0,0.0,5,1,singleton,,1,0,48.0,0,0,1
575,19.0,14.5,0,3,0,0,0.0,5,1,singleton,,0,0,57.0,0,0,1
576,34.0,13.0,0,2,1,0,1.0,1,1,singleton,,0,0,68.0,0,0,1
577,39.0,55.9,0,1,1,1,1.0,2,2,small,E,0,0,39.0,0,0,1
578,31.0,14.4583,0,3,1,1,0.0,2,2,small,,0,0,93.0,1,0,0
579,32.0,7.925,0,3,0,0,1.0,5,1,singleton,,0,0,96.0,0,0,1
580,25.0,30.0,1,2,1,1,1.0,1,3,small,,0,1,50.0,0,0,1
581,39.0,110.8833,1,1,1,1,1.0,2,3,small,C,0,1,39.0,1,0,0
582,54.0,26.0,0,2,0,0,0.0,5,1,singleton,,0,0,108.0,0,0,1
583,36.0,40.125,0,1,0,0,0.0,5,1,singleton,A,0,0,36.0,1,0,0
584,26.0,8.7125,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,1,0,0
585,18.0,79.65,2,1,1,0,1.0,1,3,small,E,0,0,18.0,0,0,1
586,47.0,15.0,0,2,0,0,0.0,5,1,singleton,,0,0,94.0,0,0,1
587,60.0,79.2,1,1,0,1,1.0,5,3,small,B,0,0,60.0,1,0,0
588,22.0,8.05,0,3,0,0,0.0,5,1,singleton,,0,0,66.0,0,0,1
589,26.0,8.05,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,0,1
590,35.0,7.125,0,3,0,0,0.0,5,1,singleton,,0,0,105.0,0,0,1
591,52.0,78.2667,0,1,1,1,1.0,2,2,small,D,0,0,52.0,1,0,0
592,47.0,7.25,0,3,0,0,0.0,5,1,singleton,,0,0,141.0,0,0,1
593,18.0,7.75,2,3,1,0,0.0,1,3,small,,0,0,54.0,0,1,0
594,37.0,26.0,0,2,0,1,0.0,5,2,small,,0,0,74.0,0,0,1
595,36.0,24.15,1,3,0,1,0.0,5,3,small,,0,0,108.0,0,0,1
596,20.0,33.0,0,2,1,0,1.0,1,1,singleton,,0,0,40.0,0,0,1
597,49.0,0.0,0,3,0,0,0.0,5,1,singleton,,0,0,147.0,0,0,1
598,26.0,7.225,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,1,0,0
599,49.0,56.9292,0,1,0,1,1.0,5,2,small,A,0,0,49.0,1,0,0
600,24.0,27.0,1,2,1,2,1.0,2,4,small,,0,1,48.0,0,0,1
601,26.0,7.8958,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,0,1
602,42.0,42.4,0,1,0,0,0.0,5,1,singleton,,0,0,42.0,0,0,1
603,44.0,8.05,0,3,0,0,0.0,5,1,singleton,,0,0,132.0,0,0,1
604,35.0,26.55,0,1,0,0,1.0,5,1,singleton,,0,0,35.0,1,0,0
605,36.0,15.55,0,3,0,1,0.0,5,2,small,,0,0,108.0,0,0,1
606,30.0,7.8958,0,3,0,0,0.0,5,1,singleton,,0,0,90.0,0,0,1
607,27.0,30.5,0,1,0,0,1.0,5,1,singleton,,0,0,27.0,0,0,1
608,22.0,41.5792,2,2,1,1,1.0,2,4,small,,0,1,44.0,1,0,0
609,40.0,153.4625,0,1,1,0,1.0,1,1,singleton,C,0,0,40.0,0,0,1
610,39.0,31.275,5,3,1,1,0.0,2,7,large,,0,1,117.0,0,0,1
611,26.0,7.05,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,0,1
612,18.0,15.5,0,3,1,1,1.0,1,2,small,,0,0,54.0,0,1,0
613,26.0,7.75,0,3,0,0,0.0,5,1,singleton,,0,0,78.0,0,1,0
614,35.0,8.05,0,3,0,0,0.0,5,1,singleton,,0,0,105.0,0,0,1
615,24.0,65.0,2,2,1,1,1.0,1,4,small,,0,1,48.0,0,0,1
616,34.0,14.4,1,3,0,1,0.0,5,3,small,,0,0,102.0,0,0,1
617,26.0,16.1,0,3,1,1,0.0,2,2,small,,0,0,78.0,0,0,1
618,4.0,39.0,1,2,1,2,1.0,1,4,small,F,1,0,8.0,0,0,1
619,26.0,10.5,0,2,0,0,0.0,5,1,singleton,,0,0,52.0,0,0,1
